30
7321
1 3
486.919 462.738 25
486.907 462.729 26
486.907 462.727 27
487.438 462.61 28
1 29
556 444 0
555.029 445.028 1
555.037 445.021 2
553.663 446.398 3
552.586 447.271 4
551.631 449.08 5
550.57 450.085 6
549.403 451.556 7
549.4 451.559 8
547.932 452.593 9
546.794 454.483 10
544.501 455.537 11
541.313 456.793 12
538.395 458.795 13
538.399 458.793 14
533.648 459.32 15
528.75 460.475 16
523.732 461.493 17
518.474 461.662 18
512.637 462.593 19
512.637 462.593 20
507.685 462.503 21
502.995 462.993 22
499.631 462.869 23
497.092 463.251 24
496.02 462.731 25
496.006 462.728 26
496.008 462.722 27
496.614 462.612 28
1 29
564 444 0
563.06 445.024 1
563.062 445.024 2
561.794 446.458 3
560.733 447.328 4
559.795 449.146 5
558.753 450.149 6
557.624 451.606 7
557.623 451.61 8
556.248 452.643 9
555.145 454.539 10
552.865 455.59 11
549.792 456.859 12
546.881 458.864 13
546.886 458.863 14
542.201 459.392 15
537.345 460.571 16
532.345 461.586 17
527.158 461.74 18
521.347 462.666 19
521.348 462.667 20
516.407 462.593 21
511.767 463.069 22
508.489 462.957 23
505.999 463.336 24
505.036 462.769 25
505.019 462.771 26
505.02 462.763 27
505.776 462.659 28
1 29
572 444 0
571.091 445.032 1
571.092 445.033 2
569.985 446.465 3
568.938 447.328 4
568.053 449.151 5
567.045 450.144 6
565.931 451.598 7
565.931 451.606 8
564.706 452.615 9
563.619 454.513 10
561.486 455.522 11
558.497 456.78 12
555.596 458.784 13
555.601 458.785 14
551.129 459.34 15
546.416 460.576 16
541.436 461.589 17
536.304 461.736 18
530.536 462.669 19
530.539 462.669 20
525.642 462.583 21
521.068 463.05 22
517.869 462.953 23
515.414 463.334 24
514.512 462.741 25
514.495 462.745 26
514.492 462.737 27
515.27 462.626 28
1 29
580 444 0
579.146 445.046 1
579.148 445.046 2
578.078 446.484 3
577.041 447.331 4
576.226 449.169 5
575.239 450.152 6
574.15 451.608 7
574.15 451.614 8
572.979 452.613 9
571.895 454.507 10
569.786 455.512 11
566.862 456.76 12
563.974 458.759 13
563.979 458.76 14
559.584 459.32 15
555.189 460.652 16
550.226 461.66 17
545.186 461.773 18
539.499 462.713 19
539.502 462.714 20
534.733 462.542 21
530.213 463.021 22
527.057 462.944 23
524.664 463.307 24
523.807 462.7 25
523.79 462.705 26
523.788 462.698 27
524.588 462.557 28
1 29
588 444 0
587.192 445.052 1
587.193 445.051 2
586.16 446.496 3
585.142 447.318 4
584.38 449.162 5
583.411 450.129 6
582.371 451.604 7
582.371 451.605 8
581.234 452.594 9
580.152 454.481 10
578.061 455.481 11
575.198 456.731 12
572.317 458.722 13
572.323 458.721 14
568.003 459.321 15
563.669 460.641 16
558.722 461.652 17
553.735 461.731 18
548.253 462.685 19
548.253 462.685 20
543.572 462.469 21
539.086 462.933 22
535.959 462.884 23
533.653 463.257 24
532.818 462.634 25
532.801 462.639 26
532.815 462.603 27
533.642 462.426 28
1 29
596 444 0
595.292 445.023 1
595.293 445.022 2
594.294 446.464 3
593.306 447.275 4
592.589 449.067 5
591.634 450.03 6
590.639 451.515 7
590.64 451.51 8
589.53 452.493 9
588.455 454.354 10
586.377 455.351 11
583.567 456.601 12
580.696 458.585 13
580.704 458.583 14
576.428 459.196 15
572.203 460.465 16
567.279 461.476 17
562.301 461.55 18
556.956 462.524 19
556.956 462.524 20
552.363 462.269 21
547.957 462.681 22
544.836 462.637 23
542.617 462.995 24
541.794 462.36 25
541.778 462.366 26
541.832 462.236 27
542.683 462.048 28
1 29
612 444 0
611.53 445.016 1
611.528 445.014 2
610.567 446.457 3
609.702 447.232 4
609.036 448.952 5
608.168 449.89 6
607.222 451.383 7
607.225 451.375 8
606.136 452.358 9
605.081 454.177 10
603.017 455.172 11
600.295 456.415 12
597.514 458.378 13
597.523 458.371 14
593.399 458.945 15
589.311 460.152 16
584.459 461.176 17
579.576 461.307 18
574.426 462.243 19
574.427 462.243 20
569.94 461.973 21
565.734 462.302 22
562.605 462.222 23
560.618 462.581 24
559.804 461.95 25
559.79 461.951 26
559.972 461.743 27
560.865 461.535 28
1 29
620 444 0
619.597 444.992 1
619.596 444.989 2
618.653 446.424 3
617.858 447.17 4
617.204 448.871 5
616.464 449.765 6
615.614 451.309 7
615.618 451.304 8
614.531 452.285 9
613.476 454.114 10
611.42 455.094 11
608.797 456.319 12
606.099 458.253 13
606.108 458.246 14
602.033 458.793 15
597.964 459.975 16
593.181 461.006 17
588.28 461.162 18
583.147 462.085 19
583.151 462.087 20
578.705 461.811 21
574.553 462.084 22
571.421 461.977 23
569.588 462.307 24
568.774 461.677 25
568.761 461.681 26
569.036 461.438 27
569.943 461.218 28
1 29
628 444 0
627.685 444.983 1
627.684 444.979 2
626.761 446.394 3
626.032 447.161 4
625.385 448.809 5
624.669 449.726 6
623.891 451.3 7
623.894 451.299 8
622.808 452.28 9
621.749 454.116 10
619.704 455.092 11
617.148 456.311 12
614.501 458.25 13
614.509 458.243 14
610.459 458.781 15
606.404 459.94 16
601.688 460.939 17
596.769 461.101 18
591.653 461.992 19
591.658 461.994 20
587.258 461.708 21
583.118 461.96 22
579.99 461.855 23
578.198 462.129 24
577.382 461.501 25
577.37 461.513 26
577.691 461.27 27
578.607 461.05 28
1 29
636 444 0
635.785 444.917 1
635.785 444.915 2
634.884 446.289 3
634.196 447.062 4
633.597 448.689 5
632.861 449.616 6
632.122 451.19 7
632.125 451.193 8
631.069 452.19 9
630.018 454.059 10
628.059 455.067 11
625.528 456.286 12
622.99 458.206 13
622.996 458.203 14
618.978 458.723 15
614.928 459.878 16
610.253 460.851 17
605.364 461.016 18
600.265 461.896 19
600.269 461.893 20
595.902 461.595 21
591.786 461.813 22
588.672 461.705 23
586.842 461.947 24
586.019 461.325 25
586.01 461.355 26
586.4 461.146 27
587.335 460.946 28
1 29
644 444 0
643.831 444.885 1
643.831 444.884 2
642.977 446.131 3
642.325 446.877 4
641.788 448.4 5
641.019 449.329 6
640.323 450.851 7
640.325 450.856 8
639.319 451.868 9
638.274 453.743 10
636.44 454.753 11
634.085 455.993 12
632.031 457.84 13
632.038 457.841 14
628.042 458.353 15
624.057 459.499 16
619.519 460.424 17
614.641 460.594 18
609.576 461.479 19
609.579 461.474 20
605.395 461.042 21
601.296 461.212 22
598.204 461.096 23
596.345 461.3 24
595.511 460.691 25
595.504 460.733 26
595.91 460.593 27
596.887 460.511 28
1 29
652 444 0
651.959 444.836 1
651.959 444.834 2
651.13 446.022 3
650.693 446.556 4
650.251 447.85 5
649.45 448.781 6
648.814 450.179 7
648.815 450.181 8
647.847 451.103 9
646.808 452.977 10
645.013 453.941 11
642.75 455.058 12
640.964 456.608 13
640.969 456.608 14
636.975 457.076 15
632.988 458.172 16
628.47 459.077 17
623.6 459.265 18
618.55 460.142 19
618.554 460.141 20
614.474 459.691 21
610.395 459.834 22
607.314 459.724 23
605.434 459.885 24
604.606 459.301 25
604.599 459.368 26
604.995 459.266 27
605.972 459.202 28
1 29
684 444 0
688.281 441.923 1
688.281 441.924 2
687.703 442.733 3
687.904 442.676 4
687.742 443.722 5
686.686 444.543 6
686.083 445.627 7
686.08 445.623 8
685.172 446.153 9
684.073 447.774 10
682.097 448.548 11
679.745 449.527 12
677.734 450.998 13
677.728 450.988 14
673.701 451.095 15
669.701 452.148 16
664.999 453.032 17
660.097 453.163 18
655.078 453.396 19
655.078 453.395 20
650.863 452.932 21
646.838 453.007 22
643.486 453.049 23
641.513 453.085 24
640.763 452.46 25
640.754 452.537 26
641.128 452.381 27
642.098 452.317 28
1 3
1068 444 0
1131.95 428.617 1
1131.95 428.618 2
1 29
508 452 0
506.44 452.873 1
506.439 452.886 2
504.814 454.181 3
503.239 454.912 4
501.937 456.577 5
500.373 457.546 6
498.508 458.725 7
498.511 458.734 8
496.582 459.775 9
494.668 461.39 10
491.73 462.378 11
488.099 463.653 12
484.698 465.538 13
484.703 465.527 14
479.58 466.097 15
474.507 467.331 16
468.944 468.315 17
462.977 468.462 18
456.97 469.399 19
456.97 469.398 20
451.91 469.329 21
446.729 469.884 22
442.834 469.827 23
439.811 470.189 24
438.215 469.707 25
438.234 469.701 26
438.112 469.706 27
438.171 469.589 28
1 29
516 452 0
514.656 453.159 1
514.661 453.172 2
513.028 454.485 3
511.542 455.31 4
510.328 456.983 5
508.87 457.979 6
507.129 459.43 7
507.124 459.448 8
505.278 460.54 9
503.443 462.252 10
500.515 463.244 11
496.969 464.587 12
493.742 466.594 13
493.754 466.564 14
488.636 467.138 15
483.621 468.373 16
478.165 469.337 17
472.313 469.679 18
466.352 470.61 19
466.352 470.61 20
461.304 470.543 21
456.278 471.075 22
452.377 471.061 23
449.438 471.478 24
447.932 470.987 25
447.948 470.985 26
447.936 470.959 27
448.067 470.955 28
1 29
524 452 0
522.728 453.181 1
522.745 453.179 2
521.206 454.521 3
519.749 455.34 4
518.693 457.033 5
517.378 458.029 6
515.843 459.613 7
515.84 459.621 8
514.099 460.695 9
512.321 462.428 10
509.488 463.458 11
506.155 464.861 12
502.962 466.869 13
502.962 466.868 14
498.139 467.385 15
493.131 468.609 16
487.824 469.586 17
482.068 470.032 18
476.231 470.956 19
476.231 470.956 20
471.148 470.815 21
466.339 471.335 22
462.478 471.321 23
459.668 471.767 24
458.154 471.286 25
458.166 471.284 26
458.166 471.284 27
458.406 471.256 28
1 29
532 452 0
530.758 453.179 1
530.783 453.17 2
529.275 454.53 3
527.947 455.355 4
526.898 457.078 5
525.662 458.086 6
524.224 459.706 7
524.223 459.711 8
522.557 460.775 9
520.859 462.518 10
518.239 463.561 11
514.926 464.964 12
511.949 466.949 13
511.949 466.949 14
507.14 467.468 15
502.138 468.689 16
496.875 469.683 17
491.206 470.154 18
485.374 471.069 19
485.375 471.069 20
480.343 470.914 21
475.555 471.433 22
472.021 471.369 23
469.238 471.821 24
467.964 471.311 25
467.964 471.307 26
467.963 471.307 27
468.412 471.281 28
1 29
540 452 0
538.858 453.123 1
538.88 453.113 2
537.393 454.481 3
536.261 455.355 4
535.232 457.095 5
534.044 458.11 6
532.766 459.64 7
532.764 459.644 8
531.218 460.683 9
529.613 462.478 10
527.208 463.52 11
523.917 464.883 12
520.99 466.875 13
520.99 466.874 14
516.222 467.413 15
511.278 468.568 16
506.107 469.577 17
500.602 469.956 18
494.762 470.876 19
494.763 470.877 20
489.781 470.76 21
485.018 471.281 22
481.521 471.218 23
478.787 471.638 24
477.64 471.137 25
477.628 471.128 26
477.628 471.128 27
478.121 471.084 28
1 29
548 452 0
547.005 453.047 1
547.018 453.039 2
545.601 454.413 3
544.525 455.295 4
543.516 457.061 5
542.444 458.066 6
541.21 459.59 7
541.208 459.592 8
539.699 460.628 9
538.435 462.53 10
536.101 463.57 11
532.876 464.885 12
529.952 466.883 13
529.953 466.883 14
525.203 467.421 15
520.276 468.557 16
515.199 469.571 17
509.856 469.842 18
504.015 470.763 19
504.016 470.764 20
499.048 470.673 21
494.316 471.192 22
490.896 471.101 23
488.224 471.513 24
487.133 471.005 25
487.119 471 26
487.119 471 27
487.651 470.934 28
1 29
564 452 0
563.08 453.03 1
563.084 453.029 2
561.926 454.481 3
560.873 455.362 4
559.924 457.174 5
558.888 458.172 6
557.763 459.656 7
557.763 459.658 8
556.38 460.688 9
555.271 462.606 10
553.015 463.647 11
549.985 464.915 12
547.078 466.922 13
547.082 466.923 14
542.459 467.463 15
537.588 468.616 16
532.582 469.628 17
527.404 469.819 18
521.601 470.731 19
521.602 470.731 20
516.66 470.666 21
512.028 471.165 22
508.852 471.086 23
506.383 471.496 24
505.436 470.93 25
505.421 470.931 26
505.421 470.931 27
506.216 470.838 28
1 29
596 452 0
595.256 453.024 1
595.257 453.026 2
594.249 454.48 3
593.269 455.334 4
592.57 457.124 5
591.609 458.083 6
590.617 459.567 7
590.62 459.562 8
589.49 460.549 9
588.418 462.408 10
586.334 463.423 11
583.504 464.68 12
580.679 466.663 13
580.689 466.664 14
576.398 467.27 15
572.132 468.608 16
567.201 469.617 17
562.215 469.709 18
556.997 470.675 19
556.996 470.675 20
552.311 470.515 21
547.94 470.983 22
544.834 470.938 23
542.624 471.371 24
541.787 470.755 25
541.776 470.761 26
541.849 470.753 27
542.702 470.577 28
1 29
612 452 0
611.551 453.048 1
611.549 453.045 2
610.58 454.49 3
609.746 455.315 4
609.108 457.035 5
608.205 457.962 6
607.253 459.446 7
607.259 459.44 8
606.172 460.422 9
605.119 462.245 10
603.065 463.277 11
600.337 464.527 12
597.68 466.497 13
597.69 466.497 14
593.546 467.075 15
589.457 468.301 16
584.608 469.322 17
579.747 469.453 18
574.613 470.401 19
574.614 470.401 20
570.136 470.115 21
565.943 470.517 22
562.834 470.461 23
560.88 470.842 24
560.068 470.214 25
560.057 470.217 26
560.316 470.12 27
561.21 469.913 28
1 29
620 452 0
619.685 453.059 1
619.682 453.054 2
618.735 454.494 3
617.979 455.329 4
617.363 457.03 5
616.614 457.908 6
615.776 459.443 7
615.783 459.443 8
614.703 460.426 9
613.65 462.251 10
611.618 463.307 11
609.053 464.528 12
606.443 466.47 13
606.452 466.47 14
602.36 467.022 15
598.302 468.209 16
593.506 469.231 17
588.654 469.372 18
583.532 470.304 19
583.535 470.309 20
579.093 470.024 21
574.959 470.313 22
571.844 470.229 23
570.04 470.511 24
569.233 469.886 25
569.223 469.893 26
569.611 469.727 27
570.532 469.517 28
1 29
628 452 0
627.901 452.974 1
627.9 452.969 2
626.97 454.391 3
626.269 455.208 4
625.664 456.88 5
624.924 457.768 6
624.152 459.337 7
624.159 459.339 8
623.11 460.33 9
622.059 462.164 10
620.083 463.244 11
617.547 464.479 12
615.02 466.423 13
615.028 466.423 14
610.967 466.953 15
606.928 468.12 16
602.2 469.108 17
597.352 469.247 18
592.259 470.14 19
592.263 470.143 20
587.863 469.854 21
583.735 470.127 22
580.62 470.037 23
578.824 470.307 24
578.016 469.68 25
578.009 469.693 26
578.438 469.495 27
579.373 469.288 28
1 29
644 452 0
644.459 452.846 1
644.459 452.844 2
643.584 454.085 3
643.003 454.793 4
642.478 456.262 5
641.7 457.174 6
641.016 458.646 7
641.019 458.651 8
640.01 459.63 9
638.969 461.513 10
637.183 462.547 11
634.947 463.819 12
633.179 465.635 13
633.188 465.641 14
629.217 466.152 15
625.252 467.304 16
620.699 468.236 17
615.825 468.386 18
610.765 469.271 19
610.763 469.265 20
606.57 468.702 21
602.474 468.844 22
599.387 468.723 23
597.527 468.918 24
596.69 468.345 25
596.687 468.387 26
597.205 468.358 27
598.192 468.313 28
1 4
652 452 0
652.527 452.874 1
652.527 452.873 2
651.685 454.05 3
1 29
508 460 0
506.509 460.773 1
506.508 460.783 2
504.936 462.164 3
503.371 462.917 4
502.029 464.538 5
500.414 465.522 6
498.588 466.665 7
498.592 466.669 8
496.681 467.692 9
494.762 469.328 10
491.833 470.316 11
488.176 471.588 12
484.889 473.493 13
484.896 473.48 14
479.775 474.047 15
474.668 475.282 16
469.095 476.258 17
463.205 476.584 18
457.215 477.511 19
457.217 477.508 20
452.188 477.458 21
447.035 478.038 22
443.155 477.99 23
440.111 478.374 24
438.531 477.945 25
438.554 477.937 26
438.515 477.935 27
438.491 477.886 28
1 29
516 460 0
514.71 461.092 1
514.714 461.103 2
513.141 462.486 3
511.656 463.299 4
510.373 464.885 5
508.793 465.883 6
507.018 467.152 7
507.018 467.157 8
505.176 468.2 9
503.343 469.917 10
500.418 470.912 11
496.822 472.231 12
493.602 474.219 13
493.608 474.205 14
488.497 474.763 15
483.438 475.998 16
477.872 476.964 17
472.11 477.419 18
466.153 478.346 19
466.153 478.345 20
461.123 478.284 21
456.092 478.878 22
452.225 478.86 23
449.236 479.303 24
447.713 478.864 25
447.731 478.858 26
447.72 478.857 27
447.773 478.828 28
1 29
524 460 0
522.762 461.15 1
522.769 461.157 2
521.236 462.532 3
519.812 463.352 4
518.673 464.966 5
517.286 465.954 6
515.76 467.422 7
515.758 467.426 8
514.018 468.51 9
512.239 470.251 10
509.329 471.258 11
505.942 472.633 12
502.752 474.629 13
502.753 474.628 14
497.796 475.166 15
492.777 476.39 16
487.413 477.329 17
481.707 477.817 18
475.843 478.741 19
475.843 478.741 20
470.812 478.644 21
465.911 479.258 22
462.196 479.234 23
459.327 479.717 24
457.889 479.263 25
457.899 479.261 26
457.897 479.262 27
458.104 479.241 28
1 29
532 460 0
530.77 461.175 1
530.788 461.175 2
529.295 462.556 3
527.964 463.423 4
526.877 465.12 5
525.618 466.117 6
524.248 467.61 7
524.246 467.613 8
522.615 468.756 9
520.919 470.5 10
518.157 471.516 11
514.854 472.923 12
511.819 474.91 13
511.819 474.91 14
507.01 475.433 15
502.006 476.655 16
496.728 477.617 17
491.125 478.114 18
485.292 479.032 19
485.294 479.032 20
480.267 478.888 21
475.465 479.47 22
471.966 479.417 23
469.183 479.884 24
467.907 479.405 25
467.906 479.397 26
467.906 479.396 27
468.35 479.388 28
1 29
540 460 0
538.817 461.166 1
538.836 461.163 2
537.358 462.549 3
536.256 463.445 4
535.175 465.152 5
533.975 466.16 6
532.704 467.671 7
532.702 467.671 8
531.17 468.755 9
529.499 470.511 10
526.988 471.525 11
523.734 472.915 12
520.813 474.899 13
520.813 474.899 14
516.063 475.449 15
511.117 476.585 16
505.918 477.577 17
500.468 478.013 18
494.636 478.928 19
494.637 478.929 20
489.659 478.823 21
484.879 479.413 22
481.413 479.347 23
478.665 479.812 24
477.468 479.326 25
477.454 479.314 26
477.454 479.314 27
477.959 479.301 28
1 29
548 460 0
547.064 461.048 1
547.076 461.043 2
545.741 462.448 3
544.672 463.333 4
543.629 465.076 5
542.549 466.079 6
541.346 467.627 7
541.345 467.626 8
539.823 468.66 9
538.453 470.552 10
536.111 471.583 11
532.932 472.937 12
530.011 474.93 13
530.012 474.931 14
525.279 475.478 15
520.348 476.598 16
515.242 477.595 17
509.937 477.927 18
504.105 478.835 19
504.106 478.835 20
499.141 478.764 21
494.411 479.305 22
491.032 479.234 23
488.375 479.66 24
487.278 479.167 25
487.258 479.165 26
487.258 479.164 27
487.807 479.136 28
1 29
556 460 0
555.088 461.039 1
555.097 461.035 2
553.909 462.503 3
552.853 463.387 4
551.844 465.16 5
550.784 466.164 6
549.617 467.708 7
549.616 467.708 8
548.141 468.717 9
547.006 470.651 10
544.709 471.688 11
541.63 473 12
538.72 474.999 13
538.723 475.002 14
534.055 475.53 15
529.145 476.653 16
524.107 477.657 17
518.888 477.915 18
513.072 478.818 19
513.072 478.818 20
508.117 478.753 21
503.422 479.289 22
500.269 479.216 23
497.738 479.665 24
496.725 479.114 25
496.706 479.117 26
496.706 479.117 27
497.453 479.027 28
1 29
564 460 0
563.113 461.028 1
563.12 461.028 2
561.997 462.506 3
560.951 463.389 4
559.991 465.2 5
558.957 466.196 6
557.841 467.719 7
557.841 467.719 8
556.432 468.748 9
555.317 470.672 10
553.07 471.71 11
550.066 472.986 12
547.171 474.99 13
547.175 474.991 14
542.64 475.549 15
537.78 476.68 16
532.769 477.692 17
527.592 477.921 18
521.81 478.827 19
521.81 478.827 20
516.869 478.769 21
512.228 479.293 22
509.105 479.225 23
506.68 479.706 24
505.733 479.132 25
505.718 479.135 26
505.718 479.135 27
506.522 479.043 28
1 29
572 460 0
571.144 461.022 1
571.149 461.023 2
570.056 462.516 3
569.018 463.397 4
568.091 465.21 5
567.077 466.203 6
566.005 467.704 7
566.007 467.704 8
564.645 468.752 9
563.545 470.661 10
561.392 471.687 11
558.419 472.955 12
555.545 474.964 13
555.55 474.966 14
551.196 475.584 15
546.433 476.762 16
541.444 477.773 17
536.327 477.965 18
530.614 478.887 19
530.614 478.887 20
525.697 478.83 21
521.169 479.331 22
518.061 479.274 23
515.725 479.746 24
514.798 479.171 25
514.786 479.174 26
514.787 479.174 27
515.594 479.081 28
1 29
596 460 0
595.241 461.006 1
595.242 461.005 2
594.22 462.49 3
593.255 463.371 4
592.594 465.149 5
591.622 466.102 6
590.633 467.585 7
590.638 467.586 8
589.482 468.574 9
588.411 470.402 10
586.321 471.438 11
583.469 472.699 12
580.766 474.696 13
580.778 474.704 14
576.463 475.317 15
572.204 476.666 16
567.272 477.671 17
562.251 477.808 18
557.103 478.765 19
557.103 478.765 20
552.397 478.571 21
548.032 479.056 22
544.93 479.009 23
542.719 479.469 24
541.871 478.855 25
541.866 478.856 26
541.989 478.854 27
542.833 478.678 28
1 29
604 460 0
603.508 461.026 1
603.508 461.026 2
602.513 462.479 3
601.655 463.39 4
601.032 465.129 5
600.088 466.031 6
599.114 467.518 7
599.134 467.531 8
598.003 468.507 9
596.945 470.325 10
594.891 471.436 11
592.108 472.697 12
589.463 474.663 13
589.474 474.671 14
585.2 475.297 15
581.049 476.59 16
576.167 477.602 17
571.167 477.716 18
566.025 478.673 19
566.025 478.671 20
561.471 478.398 21
557.148 478.876 22
554.039 478.826 23
551.846 479.281 24
551.022 478.641 25
551.018 478.649 26
551.235 478.629 27
552.1 478.415 28
1 29
612 460 0
611.576 461.078 1
611.574 461.075 2
610.591 462.525 3
609.809 463.434 4
609.213 465.128 5
608.31 466.035 6
607.347 467.522 7
607.361 467.526 8
606.273 468.506 9
605.218 470.323 10
603.186 471.448 11
600.453 472.708 12
597.851 474.674 13
597.86 474.68 14
593.672 475.266 15
589.542 476.54 16
584.71 477.549 17
579.822 477.665 18
574.687 478.622 19
574.687 478.622 20
570.189 478.329 21
565.918 478.811 22
562.809 478.759 23
560.692 479.133 24
559.877 478.498 25
559.873 478.508 26
560.185 478.438 27
561.072 478.226 28
1 29
620 460 0
619.768 461.061 1
619.766 461.055 2
618.801 462.49 3
618.059 463.356 4
617.473 465.048 5
616.67 465.915 6
615.774 467.407 7
615.783 467.41 8
614.718 468.393 9
613.662 470.21 10
611.653 471.344 11
609.097 472.575 12
606.568 474.52 13
606.574 474.524 14
602.472 475.072 15
598.398 476.315 16
593.602 477.32 17
588.761 477.47 18
583.643 478.414 19
583.644 478.417 20
579.206 478.124 21
575.054 478.444 22
571.949 478.383 23
570.045 478.665 24
569.239 478.04 25
569.236 478.05 26
569.632 477.905 27
570.548 477.698 28
1 29
636 460 0
636.52 460.835 1
636.52 460.832 2
635.622 462.104 3
634.951 462.887 4
634.366 464.532 5
633.603 465.414 6
632.84 466.915 7
632.843 466.918 8
631.813 467.891 9
630.749 469.746 10
628.868 470.795 11
626.42 472.049 12
624.1 473.947 13
624.106 473.951 14
620.051 474.456 15
616.02 475.632 16
611.306 476.609 17
606.454 476.755 18
601.373 477.642 19
601.371 477.646 20
597.085 477.311 21
592.95 477.572 22
589.854 477.483 23
588.02 477.745 24
587.225 477.152 25
587.228 477.183 26
587.686 477.007 27
588.619 476.842 28
1 4
308 468 0
312.081 467.839 1
312.081 467.839 2
352.93 459.409 3
1 29
508 468 0
506.694 468.68 1
506.696 468.684 2
505.186 470.101 3
503.718 470.856 4
502.21 472.31 5
500.585 473.305 6
498.773 474.439 7
498.774 474.441 8
496.92 475.437 9
495.091 477.071 10
492.172 478.061 11
488.527 479.334 12
485.307 481.245 13
485.31 481.237 14
480.196 481.783 15
475.116 483.01 16
469.028 483.574 17
463.31 484.02 18
457.331 484.945 19
457.333 484.943 20
452.342 484.906 21
447.253 485.526 22
443.429 485.48 23
440.376 485.892 24
438.834 485.515 25
438.862 485.505 26
438.842 485.509 27
438.44 485.468 28
1 29
516 468 0
514.761 469.071 1
514.766 469.074 2
513.249 470.501 3
511.822 471.28 4
510.199 472.632 5
508.572 473.643 6
506.774 474.797 7
506.775 474.798 8
504.949 475.809 9
503.154 477.495 10
500.238 478.492 11
496.634 479.782 12
493.433 481.733 13
493.436 481.726 14
488.33 482.26 15
483.265 483.48 16
477.301 484.078 17
471.608 484.561 18
465.66 485.49 19
465.661 485.489 20
460.668 485.439 21
455.664 486.086 22
451.859 486.063 23
448.868 486.515 24
447.383 486.125 25
447.405 486.116 26
447.394 486.121 27
447.268 486.055 28
1 29
524 468 0
522.794 469.119 1
522.8 469.121 2
521.308 470.55 3
519.923 471.348 4
518.529 472.812 5
516.978 473.826 6
515.318 475.065 7
515.316 475.067 8
513.519 476.095 9
511.774 477.817 10
508.887 478.818 11
505.461 480.129 12
502.287 482.106 13
502.287 482.103 14
497.211 482.633 15
492.185 483.833 16
486.659 484.615 17
481.063 485.108 18
475.185 486.027 19
475.185 486.028 20
470.197 485.968 21
465.275 486.641 22
461.647 486.597 23
458.777 487.091 24
457.382 486.667 25
457.392 486.663 26
457.387 486.67 27
457.535 486.657 28
1 29
540 468 0
539.15 469.069 1
539.16 469.069 2
537.8 470.552 3
536.694 471.417 4
535.575 473.111 5
534.376 474.129 6
533.051 475.602 7
533.049 475.602 8
531.422 476.651 9
529.801 478.417 10
527.15 479.432 11
523.965 480.791 12
521.038 482.764 13
521.038 482.763 14
516.256 483.338 15
511.315 484.443 16
506.061 485.393 17
500.723 485.827 18
494.892 486.737 19
494.892 486.737 20
489.926 486.674 21
485.101 487.345 22
481.688 487.278 23
478.961 487.77 24
477.743 487.314 25
477.707 487.294 26
477.708 487.295 27
478.21 487.292 28
1 9
548 468 0
547.184 469.031 1
547.191 469.029 2
546.051 470.642 3
544.986 471.52 4
543.888 473.229 5
542.769 474.243 6
541.574 475.779 7
541.572 475.778 8
1 29
564 468 0
563.16 469.021 1
563.167 469.02 2
562.098 470.657 3
561.056 471.541 4
560.057 473.307 5
559.019 474.31 6
557.911 475.838 7
557.91 475.836 8
556.434 476.866 9
555.314 478.775 10
553.053 479.802 11
550.096 481.099 12
547.224 483.088 13
547.227 483.087 14
542.86 483.708 15
538.018 484.844 16
533.005 485.857 17
527.836 486.096 18
522.093 487.015 19
522.093 487.015 20
517.156 486.97 21
512.513 487.514 22
509.411 487.456 23
507.035 487.978 24
506.069 487.434 25
506.054 487.435 26
506.054 487.435 27
506.853 487.353 28
1 29
572 468 0
571.167 469.017 1
571.173 469.019 2
570.107 470.654 3
569.071 471.537 4
568.137 473.324 5
567.121 474.321 6
566.068 475.828 7
566.068 475.826 8
564.682 476.874 9
563.577 478.765 10
561.405 479.792 11
558.487 481.084 12
555.646 483.08 13
555.651 483.079 14
551.307 483.705 15
546.573 484.891 16
541.588 485.905 17
536.468 486.12 18
530.906 487.074 19
530.906 487.075 20
526 487.028 21
521.48 487.54 22
518.379 487.487 23
516.096 487.99 24
515.149 487.432 25
515.141 487.433 26
515.142 487.432 27
515.946 487.35 28
1 29
580 468 0
579.171 469.017 1
579.177 469.019 2
578.11 470.652 3
577.104 471.536 4
576.271 473.324 5
575.259 474.321 6
574.25 475.81 7
574.249 475.808 8
572.895 476.86 9
571.802 478.733 10
569.679 479.761 11
566.759 481.036 12
563.959 483.045 13
563.966 483.048 14
559.629 483.672 15
555.108 484.971 16
550.137 485.984 17
545.061 486.177 18
539.77 487.125 19
539.77 487.125 20
534.888 487.069 21
530.403 487.572 22
527.312 487.527 23
525.07 488.016 24
524.144 487.454 25
524.141 487.453 26
524.152 487.451 27
524.963 487.368 28
1 29
588 468 0
587.178 469.015 1
587.184 469.016 2
586.12 470.646 3
585.15 471.528 4
584.465 473.293 5
583.461 474.288 6
582.462 475.774 7
582.46 475.772 8
581.156 476.808 9
580.064 478.651 10
577.952 479.687 11
575.026 480.953 12
572.339 482.982 13
572.35 482.987 14
568.012 483.606 15
563.604 484.944 16
558.653 485.951 17
553.613 486.136 18
548.459 487.088 19
548.459 487.088 20
543.639 486.989 21
539.167 487.489 22
536.077 487.448 23
533.857 487.925 24
532.943 487.357 25
532.948 487.355 26
533.03 487.35 27
533.839 487.247 28
1 29
596 468 0
595.255 469.008 1
595.255 469.008 2
594.19 470.616 3
593.28 471.52 4
592.734 473.249 5
591.743 474.218 6
590.758 475.706 7
590.775 475.723 8
589.55 476.754 9
588.474 478.578 10
586.374 479.642 11
